-11	DRAWING	TITLE	FIND	STRIKE
X	1005753	INTERCONNECTION DIAGRAM	REF	
X	1005750	INTERCONNECTION DIAGRAM	REF	
				
				
1	1004862	BOARD, INSULATOR	34	
1	1004823-011	HOLDER, COMPONENT	33	
1	1006750-72	RESISTOR	32	
0.7	'1010416-179	WIRE, ELECTRICAL	31	
0.7	'1010416-124	WIRE, ELECTRICAL	30	
0.7	'1010416-170	WIRE, ELECTRICAL	29	
0.7	'1010416-16	WIRE, ELECTRICAL	28	
0.7	'1010416-142	WIRE, ELECTRICAL	27	
0.7	'1010416-133	WIRE, ELECTRICAL	26	
0.7	'1010416-197	WIRE, ELECTRICAL	25	
0.7	'1010416-177	WIRE, ELECTRICAL	24	
0.7	'1010416-122	WIRE, ELECTRICAL	23	
0.7	'1010416-168	WIRE, ELECTRICAL	22	
0.7	'1010416-159	WIRE, ELECTRICAL	21	
0.7	'1010416-14	WIRE, ELECTRICAL	20	
0.7	'1010416-131	WIRE, ELECTRICAL	19	
0.7	'1010416-195	WIRE, ELECTRICAL	18	
0.7	'1010416-176	WIRE, ELECTRICAL	17	
0.7	'1010416-121	WIRE, ELECTRICAL	16	
0.7	'1010416-167	WIRE, ELECTRICAL	15	
0.7	'1010416-158	WIRE, ELECTRICAL	14	
0.7	'1010416-140	WIRE, ELECTRICAL	13	
0.7	'1010416-13	WIRE, ELECTRICAL	12	
0.7	'1010416-194	WIRE, ELECTRICAL	11	
0.7	'1010416-182	WIRE, ELECTRICAL	10	
0.7	'1010416-128	WIRE, ELECTRICAL	9	
0.7	'1010416-173	WIRE, ELECTRICAL	8	
0.7	'1010416-164	WIRE, ELECTRICAL	7	
0.7	'1010416-146	WIRE, ELECTRICAL	6	
0.7	'1010416-137	WIRE, ELECTRICAL	5	
0.7	'1010416-20	WIRE, ELECTRICAL	4	
0.9	'1010416-11	WIRE, ELECTRICAL	3	
1	1004863	BOARD, INSULATOR	2	
1	1006740	INDICATOR E/L (V-N)	1	
				
X	X	PROOFED	REF	X
