-11	DRAWING	TITLE	FIND	STRIKE
X	2010120	SCHEMATIC	REF	
				
				
				
1	1006750-20	RESISTOR	43	
AR	MIL-I-15126	INSUL TAPE TYPE MFT 2.5 LG ½ IN WIDE	42	
6	1008842	TRANSFORMER	41	
6	1010323	TRANSFORMER	40	
6	1008832	TRANSFORMER	39	
			38	
6	1010410-10	CAPACITOR	37	
6	1010410-18	CAPACITOR	36	
12	1010279-16	CAPACITOR	35	
1	1006755-182	CAPACITOR	34	
6	1006755-69	CAPACITOR	33	
12	1006755-34	CAPACITOR	32	
6	1006755-31	CAPACITOR	31	
18	1010364-769	RESISTOR	30	
6	1010364-707	RESISTOR	29	
6	1010311-306	RESISTOR	28	
6	1010311-291	RESISTOR	27	
6	1010311-120	RESISTOR	26	
12	1006750-25	RESISTOR	25	
6	1006750-72	RESISTOR	24	
6	1006750-65	RESISTOR	23	
6	1006750-56	RESISTOR	22	
12	1006750-36	RESISTOR	21	
12	1010397-1	TRANSISTOR	20	
12	1010367-000	TRANSISTOR	19	
AR	1006776-21	INSULATION SLEEVING	18	
AR	1006776-20	INSULATION SLEEVING	17	
AR	1006757-1	WIRE, ELECTRICAL	16	
AR	1010848-2	WIRE, ELECTRICAL, INSULATED	15	
1	2008093-000	TERMINAL, THREADED	14	
6	1008161-1	SCREW CAP, CLOTTED HD, SPECIAL	13	
3	1008168-3	SPACER	12	
6	1015135-011	SPACER	11	
2	1008540-9	GASKET	10	
1	1008540-7	GASKET	9	
1	2008540-4	GASKET	8	
29	1006782-16	CONTACT, WRAPOST – MALE, MINIATURE	7	
29	1006775	INSULATOR, WRAPOST – MALE, MINIATURE	6	
1	2008459	WIRING BOARD D	5	
1	2008457	WIRING BOARD C	4	
1	2008455	WIRING BOARD B	3	
1	2008453	WIRING BOARD A	2	
1	2008452	FRAME	1	
				
X	X	PROOFED	REF	X
